mean_slope,mean_precipitation,imperviousness,flooded,distance_to_drainage ,min_elevation,min_slope,max_slope
10.74,0,0,0,4.22,1026,4.48,15.38
10.96,5.28,0,0,407.6,1104,7.48,14.95
10.94,5.28,0,0,292.28,1074,8.21,12.52
9.46,0,0,0,298.43,1048,5.73,14.33
7.85,0,0,0,93.26,1033,4.05,12.57
13.59,0,0,0,252.89,1148,11.93,15.86
3.95,5.28,0,0,283.03,1079,1.28,5.65
15.39,0,0,0,30.79,1037,14.62,16.16
10.02,0,0,0,146.39,1146,5.13,13.78
11.96,0,0,0,0,1008,4.37,21.52
12.26,0,0,0,133.69,1052,10.52,14.65
30.76,5.28,0,0,193.15,1042,23.22,35.56
8.94,5.28,0,0,95.12,1062,4.05,17.03
6.46,0,0,0,329.22,1054,4.01,9.46
15.14,0,0,0,596.74,1063,6.71,25.19
13.28,0,0,0,285.84,1042,2.36,22.96
17.16,0,0,0,59.23,1020,11.03,21.28
4.3,0,0,0,157.66,1074,0.57,8.97
4.6,0,0,0,378.01,1086,3.85,5.9
7.72,0,0,0,392.77,1078,6.2,9.33
13.22,5.28,0,0,89.75,1079,5.13,21.15
6.9,5.28,0,0,243.12,1078,3.85,13.1
12.85,0,0,0,10.3,1020,8.11,18.78
14.49,0,0,0,186.26,1054,9.75,19.26
21.68,0,0,0,3.66,1025,19.49,23.53
9.12,0,0,0,212.64,1062,6.2,12.57
33.61,5.28,0,0,362.55,1087,11.47,50.76
11.11,0,0,0,551.7,1083,3.67,15.82
7.04,0,0,0,39.02,1012,3.63,10.46
17.04,0,0,0,0,1035,13.24,21.52
10.8,0,0,0,409.81,1057,4.62,17.21
9.35,0,0,0,324.32,1073,5.13,16.64
16.89,0,0,0,314.96,1069,14.91,19.14
10.36,0,0,0,509.64,1064,5.16,12.27
12.36,0,0,0,278.91,1071,8.75,14.95
12.72,0,0,0,245.27,1080,5.73,17.47
9.4,0,0,0,406.84,1068,5.29,15.58
21.37,0,0,0,28.29,936,4.73,34.21
15.37,0,0,0,13.33,998,2.87,29.74
20.07,0,0,0,4.36,992,10.88,26.87
25.85,0,0,0,55.37,1003,22.59,29.03
16.25,0,0,0,129.83,1000,10.88,20.06
6.58,0,0,0,305.17,1206,3.34,13.86
11.48,0,0,0,460.81,1156,11.48,11.48
18.65,0,0,0,4.03,1040,16.72,22.06
22.14,5.28,0,0,139.9,1030,7.8,42.85
19.49,0,0,0,17.49,1019,5.29,28.95
6.42,0,0,0,0,1016,0.57,12.27
10.85,2.64,0,0,16.15,1016,0.57,23.39
11.79,0,0,0,200.46,1041,3.63,23.53
9.46,5.28,0,0,13.66,1074,2.87,14.38
17.32,0,0,0,209.42,1085,14.62,20.67
24.1,0,0,0,171.46,1079,18.21,28.38
7.62,0,0,0,267.67,1072,2.29,13.77
20.12,0,0,0,148.95,1021,11.59,28.12
11.43,0,0,0,122.03,1044,6.31,28.33
7.83,0,0,0,75.96,1055,4.62,11.42
9.98,0,0,0,111.87,1072,0.81,33.55
9.44,0,0,0,0,1049,5.44,17.33
10.18,0,0,0,267.4,1092,5.29,15.15
10.03,0,0,0,227.97,1082,5.65,12.57
13.09,0,0,0,245.28,1073,4.01,25.15
13.05,0,0,0,0,1029,2.56,25.77
12.72,0,0,0,396.38,1040,6.17,20.42
10.08,0,0,0,25.39,1016,1.81,19.27
9.24,0,0,0,94.23,1030,2.92,14.19
15.46,0,0,0,100.77,1016,5.99,22.26
7.59,0,0,0,157.97,1037,0.81,15.44
11.36,0,0,0,66.69,1016,6.97,16.42
16.71,0,0,0,61.77,1048,7.09,29.26
20.58,5.28,0,0,524.59,1106,10.66,32.36
22.25,2.64,0,0,9.11,1069,1.28,50.52
9.47,0,0,0,120.66,1037,1.15,25.93
21.71,0,0,0,53.66,1009,9.75,36.32
18.74,0,0,0,67.1,1012,7.18,24.32
13.08,0,0,0,366.66,1057,5.19,23.28
11.07,0,0,0,454.91,1054,5.19,17.81
7.43,0,0,0,4.51,1069,5.19,9.8
16.33,0,0,0,38.73,1036,8.35,21.83
9.64,0,0,0,294.94,1074,6.33,11.31
2.35,17,0,0,9.77,5,0.57,3.85
6.25,17,0,0,8.22,0,3.34,8.96
4.95,17,0,0,273.78,1,0.57,8.77
3.81,17,0,0,199.09,4,1.15,7.99
3.4,17,0,1,126.86,0,0,13.78
2.24,17,17,0,131.07,8,0.81,4.05
3.47,22.48,0,0,306.44,11,1.28,4.37
2.09,17,0,0,140.25,9,1.28,3.67
1.9,17,3,0,75.46,9,0,2.87
2.45,17,3,0,138.25,9,0.81,4.13
3.63,22.48,0,0,2.29,1,0.57,9.49
1.88,17,0,0,19,8,1.15,2.87
4.11,17,2,0,36.78,10,2.29,5.65
4.8,17,0,0,157.41,1,1.72,8.52
4.6,22.48,0,0,61.95,5,1.72,9.07
4.72,17,0,0,123.61,6,2.36,6.88
4.67,17,0,0,110.91,6,0.81,10.26
4.56,17,0,0,8.02,0,2.07,6.69
5.4,22.48,0,0,2.85,7,0.57,16.3
6.37,17,0,0,38.19,3,2.36,10.14
2.46,17,4,0,87,9,0.81,4.86
1.83,17,5,0,204.21,10,1.62,2.07
2.4,22.48,0,0,40.76,12,0,4.86
2.86,22.48,0,0,146.81,11,0.57,5.44
2.37,17,0,0,62.71,9,1.28,3.49
5.18,17,0,0,2.76,7,3.67,8.21
5.74,17,0,0,7.17,-3,1.15,9.54
2.35,17,0,0,328.02,10,1.81,2.87
2.92,17,0,0,374.99,8,0,5.29
5.19,17,0,0,235.55,3,2.36,8.77
2.28,17,4,0,8.42,9,0,4.17
7.48,17,0,0,15.06,0,0,16.87
3.5,17,1,0,203.38,6,2.07,5.19
3.04,17,0,0,109.13,9,2.07,4.9
3.1,17,0,0,6.49,7,0.57,4.73
2.06,22.48,0,0,314.92,10,0.81,2.92
4.19,17,0,0,218.6,6,1.28,6.97
3.16,17,0,0,333.33,6,0.81,5.44
3.08,17,0,0,116.44,11,1.62,6.33
2.17,17,0,0,354.12,10,1.72,2.36
2.69,17,0,0,3.55,5,2.29,3.09
2.99,17,0,0,158.54,9,2.07,3.67
4.6,17,0,0,11.09,7,2.56,6.09
4.12,17,10,0,46.47,8,1.81,6.71
1.35,22.48,0,0,206.86,10,0.57,1.81
4.25,17,0,0,25.83,7,0.81,13.78
16.29,6.73,0,0,0,1220,2.92,34.09
14.36,7.32,0,0,157.84,1274,8.6,20.72
7.32,27.35,0,0,3.33,29,2.43,12.05
11.15,27.35,0,0,85.34,30,7.71,17.66
11.41,15.64,0,0,99.71,39,5.41,22.53
15.07,27.35,0,0,1027.11,56,13.37,16.94
11.43,27.35,0,0,254.26,72,4.62,17.1
13.95,27.35,0,0,175.54,31,11.54,17.92
2.38,14.04,0,0,59.11,1536,0.57,5.29
20.64,14.04,0,0,124.49,1632,13.49,28.47
21.81,14.04,0,0,44.5,1628,12.38,30.16
22.16,14.04,0,0,439.18,1637,17.03,25.96
11.12,10.9,0,0,12.4,1619,0.57,26.87
16.46,14.04,0,0,551.17,1651,13.38,18.72
15.67,7.76,0,0,264.44,1783,2.07,27.96
3.36,14.04,0,0,31.06,1534,2.56,4.17
3.02,14.04,0,0,0,1618,0.57,7.34
25.91,14.04,0,0,468.95,1606,13.34,52.82
17.61,14.04,0,0,446.8,1637,13.38,23.78
15.65,14.04,0,0,292.7,1608,10.57,27.26
14.96,14.04,0,0,1171.27,1735,7.65,22.43
13.62,14.04,0,0,6.01,1532,4.13,21.03
18.81,11.99,0,0,81.68,1720,2.29,38.86
8.25,7.76,0,0,110.39,1740,0.57,15.65
20,7.76,0,0,41.8,1710,6.97,30.73
13.11,14.04,0,0,9.57,1621,1.28,28.15
9.64,11.99,0,0,87.19,1812,4.62,15.52
7.56,7.76,0,0,99.48,1777,2.07,13.63
17.28,11.99,0,0,57.66,1776,7.69,23.28
11.3,7.76,0,0,74.18,1798,5.76,18
8.72,7.76,0,0,120.05,1794,4.86,11.07
5.87,7.76,0,0,79.39,1797,4.05,10.34
15.17,7.76,0,0,107.33,1788,2.07,30.53
21.02,7.76,0,0,65.24,1637,15.6,28
15.75,14.04,0,0,76.66,1634,14.16,18.92
22.24,14.04,0,0,44.39,1628,10.46,30.16
11.68,10.9,0,0,15.6,1619,7.18,15.48
19.2,14.04,0,0,128.81,1631,2.87,31.84
8.03,7.76,0,0,159.36,1753,0.57,13.53
11.43,7.76,0,0,128.59,1725,9.54,13.96
28.4,14.04,0,1,285.22,1629,9.26,41.19
2.47,14.04,0,0,39.23,1536,0.57,3.49
16.84,14.04,0,0,110.04,1636,10.82,24.11
7.47,31.65,0,0,682.49,57,3.63,11.31
6.98,13.61,0,0,998.98,85,2.36,9.33
8.34,31.65,0,0,469.24,61,2.07,12.61
8.23,31.65,0,0,442.7,59,0.81,19.46
18.05,31.65,0,0,464.66,69,16.24,20.53
6.3,13.61,0,0,1563.89,73,4.73,8.21
12.8,13.61,0,0,1389.34,78,7.96,19.94
11.93,13.61,0,0,1559.38,71,2.87,22.12
3.89,13.61,0,0,546.84,75,2.36,5.29
36.63,12.55,0,0,449.54,100,18.21,49.39
22.99,13.61,0,0,818.51,97,12.15,30.27
21.89,22.63,0,0,586.58,64,5.41,41.1
9.47,13.61,0,0,1023.06,72,2.87,17.24
13.77,13.61,0,0,591.7,77,7.3,18.46
9.63,13.61,0,0,846.59,97,5.73,17.2
6.63,31.65,0,0,114.64,62,1.28,17.1
7.08,31.65,0,0,366.89,69,5.41,9.75
15.66,31.65,0,0,530.12,46,9.81,20.64
8.94,31.65,0,0,184.4,63,2.92,17.05
14.53,31.65,0,0,0,42,7.18,20.27
12.31,31.65,0,0,580.6,65,2.87,37.86
7.75,21.68,0,0,102.55,6,7,8.6
8.77,21.68,0,0,12.2,12,8.77,8.77
3.69,21.68,0,0,43.86,7,1.28,5.9
2.92,23.24,0,0,276.62,11,1.28,6.41
7.66,23.24,3,0,105.36,-2,4.13,10.34
5.76,21.68,9,0,130.48,7,1.28,8.35
7.39,16.26,50,0,2.73,6,0.57,14.18
8.29,16.26,0,0,480.14,12,1.81,12.35
8.07,16.26,5,0,839.3,18,7.48,9.26
9.48,16.26,0,0,647.64,22,8.62,10.34
2.43,23.24,6,0,153,12,0.57,4.37
4.55,16.26,10,0,105.2,13,0.57,7.48
3.72,16.26,2,0,176.05,2,1.72,5.99
8.85,19.08,0,0,0,25,1.28,18.36
3.27,19.08,0,0,0,31,2.87,3.67
6.46,21.84,154,0,0,16,0.57,13.81
3.22,24.61,4,0,0,32,1.81,4.62
16.57,17.85,0,0,195.69,52,8.96,23.76
5.23,15.13,0,0,261.85,49,1.72,7.96
8.07,29.85,0,0,0,41,6.09,10.32
7.27,29.85,0,0,0,43,3.85,12.26
12.02,15.13,0,0,254.96,55,7.69,15.44
7.54,29.85,0,0,128.89,48,2.92,11.03
4.18,15.13,0,0,235.04,64,2.56,5.73
4.48,29.85,0,0,22.8,47,2.43,5.99
10.38,17.85,0,0,97.53,56,0.57,28.48
8.75,15.13,0,0,413.01,68,6.41,12.67
11.89,18.4,0,0,198.79,69,7,19.14
9.66,15.13,0,0,26.95,49,2.29,15.74
17.97,18.4,0,0,422.34,130,4.62,49.03
7.27,29.85,0,0,121.3,38,2.56,10.57
8.87,29.85,0,0,55.92,42,2.07,13.88
12.67,24.12,0,0,129.81,76,1.15,31.37
6.14,15.13,0,0,181.27,52,1.81,12.93
19.26,15.13,0,0,156.5,49,8.6,24.73
6.24,15.13,0,0,240.14,51,1.72,13.07
8.36,18.4,0,0,0,43,3.63,14.95
21.53,24.12,0,0,30.87,46,0.57,54.43
13.49,21.85,0,0,0,47,1.15,61.07
10.19,29.85,0,0,47.29,41,2.07,18.86
12.83,20.46,0,0,23.57,694,1.15,23.39
34.6,20.46,0,0,32.25,549,15.99,56.97
23.5,10.83,0,0,26.2,730,5.29,36.89
9.36,10.83,0,0,49.91,750,2.36,14.7
14.72,10.83,0,0,2.74,723,1.81,23.76
25.17,20.46,0,0,95.61,738,15.14,36.12
26.44,20.46,0,0,0,529,5.76,43.61
18.65,20.46,0,0,4.41,632,9.46,30.53
10.83,20.46,0,0,183.11,710,6.54,13.42
12.15,20.46,0,0,50.82,710,2.29,19.74
11.24,20.46,0,0,31.15,707,1.72,21.52
29.33,20.46,0,0,118.43,689,2.29,53.35
19.78,15.64,0,0,64.58,734,7.48,25.19
12.01,20.46,0,0,4.49,729,5.99,18.29
38.18,20.46,0,0,0,532,15.86,63.33
12.56,10.83,0,0,446.53,661,4.9,18.49
9.05,10.83,0,0,113.29,654,4.37,13.38
16.59,10.83,0,0,79.13,643,9.61,25.23
21.32,10.83,0,0,116.55,699,3.63,41.38
16.98,20.46,0,0,377.03,733,7.45,25.6
20.32,10.83,0,0,151.6,645,12.73,25.8
20.34,10.83,0,0,1.91,729,20.34,20.34
29.36,20.46,0,0,10.75,674,10.57,40.72
13.16,10.83,0,0,141.98,654,4.37,20.67
14.96,10.83,0,0,16.86,758,11.03,19.06
24.21,20.46,0,0,109.75,700,21.14,29.73
17.35,10.83,0,0,252.6,722,2.07,30.47
16.19,20.46,0,0,194.39,852,1.28,27.54
24.05,20.46,0,0,295.09,726,10.52,37.48
15.8,20.46,0,0,172.95,724,9.75,23.03
12.89,10.83,0,0,69.1,761,8.62,17.99
10.49,20.46,0,0,12.76,691,1.15,26.4
23.41,20.46,0,0,297.66,708,17.24,28.79
31.84,20.46,0,0,46.63,551,15.08,46.96
40.47,18.89,0,0,126.28,658,24.66,66.49
18.56,20.46,0,0,157.85,719,8.27,32.23
42.16,20.46,0,0,314.11,707,14.1,68.28
27.03,20.46,0,0,47.49,726,2.92,64.22
31.58,20.46,0,0,327.06,776,3.85,62.81
26.79,20.46,0,0,293.25,750,20.71,32.34
21.48,20.46,0,0,16.41,596,5.29,40.14
28.02,20.46,0,0,26.47,589,11.54,53.63
28.8,20.46,0,0,137.22,638,16.7,43.14
19.2,23.34,0,0,507.14,780,7.18,28.83
8.92,23.34,0,0,436.99,762,1.72,13.78
2.15,17,0,0,209,8,0.81,4.01
3.49,17,0,0,107.31,7,1.81,4.73
3.89,17,0,0,112.3,5,0.57,6.54
3.26,17,0,0,387.63,6,0.81,7.45
4.71,22.48,1,0,0,8,3.09,6.33
3.16,19.74,70,0,9.61,7,0,6.97
3.89,18.18,14,0,0,4,2.07,5.41
5.58,18.18,0,0,19.06,3,0,9.26
5.03,18.18,2,0,8.83,3,0,9.26
3.63,18.18,13,0,0,3,1.62,5.41
6.9,17,0,0,0,7,6.33,7.48
3.51,17,0,0,0,6,0.81,6.2
2.9,17,0,0,0,4,2.87,2.92
1.54,17,0,0,0,6,1.28,1.72
2.54,17,0,0,9.72,6,0.57,6.2
3.38,17,0,1,6.88,-1,1.28,5.76
2.87,17,0,0,0,3,2.87,2.87
3.65,17,18,0,14.1,3,1.62,6.9
1.82,17,0,0,0,4,1.28,2.36
2.29,17,3,0,0,7,2.29,2.29
1.62,17,0,0,0,11,1.62,1.62
2.72,17,0,0,5.8,7,1.28,4.48
11.05,6.14,0,0,10.77,955,7.45,16.22
14.76,0,0,0,0,968,7.09,26.38
14.39,0,0,0,210.49,993,12.35,16.7
13.21,0,0,0,403.06,1019,7.65,21.05
10.68,0,0,0,0,1024,4.05,16.32
10.88,0,0,0,385.74,1159,8.73,12.09
12.68,0,0,0,47.62,1125,9.8,15.44
27.48,3.07,0,0,96.68,960,10.34,46.44
11,0,0,0,351.32,1156,7.54,15.27
12.37,0,0,0,0,921,2.07,27.71
13.04,0,0,0,84.25,983,2.36,31.15
15.4,2.05,0,0,0,1041,1.62,36.46
17.74,0,0,0,11.89,1038,3.49,34.64
25.45,0,0,0,48.51,928,19.9,31.18
11.55,0,0,0,237.02,1009,6.54,18.46
9.02,0,0,0,260.48,1191,2.43,17.33
18.34,0,0,0,206.14,1028,11.03,30.17
8.87,0,0,0,4.48,974,0.81,17.8
14.06,0,0,0,4.42,979,14.06,14.06
20.11,0,0,0,132.74,1040,9.07,24.89
8.65,27.67,0,0,54.69,31,6.69,12.19
10.67,33.35,0,0,161.55,34,4.93,19.53
11.58,16.88,0,0,4.45,29,8.52,18.38
6.41,27.67,0,0,15.97,60,4.93,8.21
7.74,27.67,0,0,85.48,37,0.57,14.24
7.46,16.88,0,0,4.48,38,7.45,7.48
15.55,22.27,0,0,4.47,36,13.43,16.67
6.54,27.67,0,0,129.81,32,1.72,11.38
6.62,27.67,0,0,234.68,36,0.57,12.59
23.04,27.67,0,0,329.78,32,10.01,34.93
8.84,33.35,0,0,0,44,0.57,18.22
15.57,30.51,0,0,19.33,41,6.31,20.87
12.61,22.27,0,0,10.68,48,0.81,23.57
9.96,27.67,0,0,1206.55,25,9.46,10.82
8.13,16.88,0,0,19.35,48,2.07,13.43
7.24,30.51,0,0,13.89,34,1.15,12.09
5.14,27.67,0,0,149.78,30,2.87,7.69
11.38,16.88,0,0,8.93,41,0.57,23.87
17.76,27.67,0,0,3.71,24,10.34,32.52
12.37,27.67,3,0,228.7,28,7.54,16.22
6.2,27.67,0,0,238.58,33,1.72,9.07
8.34,16.88,0,0,4.46,32,1.72,11.69
11.97,16.88,0,0,124.43,37,4.93,25.08
15.82,27.67,0,0,50.75,30,11.82,19
18.14,27.67,0,0,268.28,39,15.65,20.71
13.53,27.67,0,0,439.78,30,4.37,19
4.88,27.67,0,0,289.56,45,2.07,9.07
8.24,27.67,0,0,172.29,31,2.07,13.63
11.86,27.67,0,0,117.1,25,8.21,16.93
4.48,16.88,0,0,264.07,86,1.28,9.24
10.53,16.88,0,0,0,36,0.57,20.32
8.54,16.88,0,0,188.9,53,2.56,16.98
6.74,22.27,0,0,334.36,49,1.81,12.35
4.43,16.88,0,0,358.31,58,1.81,8.05
5.57,27.67,0,0,294.01,46,3.67,7.18
6.37,27.67,0,0,2.03,51,1.81,10.16
10.86,27.67,0,0,295.37,37,3.34,19.63
16.63,27.67,0,0,333.81,38,10.77,21.14
6.84,27.67,0,0,4.46,32,0.57,16.93
3.8,27.67,0,0,147.93,37,2.07,5.29
4.07,27.67,0,0,194.7,37,2.07,5.29
10,27.67,0,0,226.04,29,5.9,20.27
8.78,27.67,0,0,147.74,32,4.05,11.81
10.03,27.67,0,0,212.23,30,3.67,13.86
5.1,27.67,0,0,148.49,36,1.28,7.48
5.62,27.67,0,0,156.14,32,1.28,11.38
11.44,27.67,0,0,283.09,30,3.67,17.24
15.82,27.67,0,0,283.1,31,10.88,20.2
20.61,27.67,0,0,1.97,32,18.35,22.94
8.59,27.67,0,0,854.63,31,2.87,12.73
5.16,27.67,0,0,169.21,37,2.07,6.97
28.91,11.99,0,0,49.82,1783,7.69,41.36
13.49,11.99,0,0,268.2,1656,1.62,25.19
26.78,11.99,0,0,225.86,1624,21.08,31.72
16.56,14.04,0,0,1174.81,1714,9.8,31.62
25.34,8.95,0,0,0,503,0.81,52.64
16.42,0,0,0,378.46,882,11.82,18.95
18.05,21.85,0,0,304.01,564,6.49,29.01
26.68,21.85,0,0,27.33,501,6.9,48.71
40.06,21.85,0,0,0,471,4.05,67.61
20.16,17.91,0,0,69.06,519,13.81,27.86
13.72,0,0,0,189.36,792,9.19,22.3
28.46,17.91,0,0,0,448,14,45.8
22.88,17.91,0,0,0,724,2.07,53.49
14.39,8.95,0,0,496.14,878,1.72,22.74
26.94,0,0,0,254.38,836,8.68,39.69
25.97,21.85,0,0,223.54,516,7.34,59.29
16.96,0,0,0,616.99,881,9.61,28.23
28.54,8.95,0,0,0,505,9.86,44.62
39.63,17.91,0,0,22.01,517,18.75,63.58
19.72,17.91,0,0,262.19,541,8.27,28.3
22.16,0,0,0,38.94,698,2.36,44.28
19.01,17.91,0,0,72.4,451,14.33,26
25.68,17.91,0,0,0,519,3.67,44.72
24.09,0,0,0,536.39,893,13.95,31.91
26.55,17.91,0,0,58.62,452,7.48,50.56
27.08,21.85,0,0,123.7,553,18.6,32.28
22.48,21.85,0,0,136.88,535,10.16,33.65
27.82,21.85,0,0,91.82,567,9.54,46.22
17.05,21.85,0,0,130.19,586,2.36,41.42
18.34,17.91,0,0,0,520,5.44,37.62
34.06,9.43,0,0,0,563,3.63,63.32
12.98,17.91,0,0,39.39,471,4.37,18.46
17.44,10.38,0,0,0,639,7.8,31.28
13.46,10.38,0,0,195.42,664,0.57,31.24
19.94,17.91,0,0,92.76,563,1.28,40.27
35.2,0,0,0,26.65,622,14.87,53.59
25.21,0,0,0,0,572,9.54,30.98
17.83,0,0,0,0,709,8.75,33.55
24.74,0,0,0,12.4,700,7.54,47.28
25.8,0,0,0,0,832,8.75,38.12
32.33,0,0,0,220.38,846,16.72,53.3
15.64,17.91,0,0,0,703,2.56,34.9
28.98,17.91,0,0,239.2,758,4.01,45.25
33.02,17.91,0,0,210.13,548,5.85,52.93
18.47,17.91,0,0,0,605,2.92,50.15
19.2,17.91,0,0,134.44,604,6.17,29.66
23.69,17.91,0,0,0,607,16.74,35.08
19.7,17.91,0,0,8.24,622,5.41,39.69
27.56,21.85,0,0,0,450,2.56,59.64
24.22,21.85,0,0,0,533,4.93,43.38
46.26,16.11,0,0,161.35,673,28.15,63.31
22.23,8.95,0,0,124.9,581,6.69,41.3
25.37,10.38,0,0,138.59,653,3.24,61.01
8.81,30.53,0,0,1001.83,45,6.54,11.59
8.44,24.84,0,0,36.21,32,1.28,13.77
9.21,34.57,0,0,230.41,51,6.2,13.87
12.29,24.84,0,0,196.58,37,7.54,16.16
12.6,30.53,0,0,1037.79,40,10.34,14.68
16.34,30.53,0,0,1119.82,73,2.29,21.79
9.28,30.53,0,0,546.11,44,1.81,19.77
5.9,34.57,0,0,332.41,67,2.56,9.4
10.41,30.53,0,0,293.48,35,2.43,18.95
10.99,24.84,0,0,124.38,38,8.21,14.87
10.07,24.84,0,0,69.77,44,1.62,19.57
7.22,24.84,0,0,256.63,29,3.09,10.57
7.99,24.84,0,0,239.73,39,3.67,11.82
12.15,24.84,0,0,417.86,31,3.49,20.27
12.1,24.84,0,0,458.71,34,8.92,15.99
8.49,30.53,0,0,731.69,63,1.81,15.58
17.09,24.84,0,0,552.82,30,5.9,22.76
11.23,24.84,0,0,71.7,43,8.21,12.82
12.14,24.84,0,0,428.93,29,8.75,16.32
8.52,24.84,0,0,284.75,34,1.62,17.1
12.07,24.84,0,0,80.28,55,9.33,14.52
7.78,34.57,0,0,21.68,38,3.09,14.92
14.9,28.73,0,0,0,40,8.75,19.46
7.57,24.84,0,0,361.63,45,5.73,8.6
15.17,30.53,0,0,936.91,44,5.29,24.66
8.87,30.53,0,0,575.71,33,0.81,15.23
16.26,30.53,0,0,893.14,38,7.54,25.9
12.4,34.57,0,0,396.27,57,5.19,19.63
8.38,24.84,0,0,311.69,37,1.28,11.54
6.33,30.53,0,0,820.54,62,3.49,10.26
13.51,6.14,0,0,129.71,1215,0.57,20.84
6.89,6.14,0,0,243.97,1226,0.57,11.13
17.7,5.28,0,0,96.45,1113,13.07,21.91
6.38,5.28,0,0,11.17,1064,1.62,9.61
28.79,0,0,0,0,1043,2.56,43.92
25.2,7.32,0,0,113.16,1234,11.93,34.21
6.11,6.14,0,0,172.12,1231,2.92,8.21
11.43,6.14,0,0,176.28,1224,0.57,20.84
4.92,5.28,0,0,0,1064,3.85,5.99
8.01,5.28,0,0,10.41,1066,5.99,10.03
28.5,0,0,0,190.95,1112,12.31,37.14
16.32,5.28,0,0,26.16,1096,4.48,22.72
20.03,5.28,0,0,26.46,1106,18.22,21.83
13.56,0,0,0,0,1062,4.37,22.26
3.07,5.28,0,0,33.17,1073,1.15,7.65
3.41,5.28,0,0,55.96,1078,2.07,5.44
28.74,20.36,0,0,33.79,992,20.67,39.53
22.99,21.46,0,0,20.68,977,4.01,53.43
10.23,20.36,0,0,85.9,1157,2.43,21.91
13.76,20.36,0,0,128.14,999,11.13,16.94
26.41,20.36,0,0,0,1103,4.62,83.33
20.91,20.36,0,0,142.83,1004,10.34,29.51
27.67,20.36,0,0,0,1208,6.41,73.24
20.89,20.36,0,0,0,1392,1.28,52.49
22.12,20.36,0,0,457,1077,10.26,32.84
10.68,20.36,0,0,494.4,1313,7.8,12.88
7.33,20.36,0,0,458.65,1317,3.85,10.34
11.82,20.36,0,0,0,1172,4.59,19.94
19.96,27.67,0,0,4.6,42,12.93,26.99
9.4,33.35,0,0,7.76,43,8.11,11.82
5.09,27.67,0,0,75.3,39,2.36,7.8
9.01,27.67,0,0,38.6,35,5.41,13.96
6.74,27.67,0,0,30.61,29,2.92,10.01
15.04,0,0,0,0,1003,4.17,21.79
18.08,9.24,0,0,28.28,996,2.87,41.06
10.58,0,0,0,132.84,958,6.31,15.05
23.32,0,0,0,131.54,1013,11.47,31.43
30.9,0,0,0,73.71,958,4.05,56.78
12.44,0,0,0,0,929,2.29,28.05
12.69,0,0,0,212.26,1062,3.85,25.47
17.36,0,0,0,80.75,950,6.71,29.93
26.85,0,0,0,107.3,1013,22.62,30.02
10.12,0,0,0,131.02,954,7.99,15.65
12.08,0,0,0,200.4,1012,7.45,16.06
26.8,9.24,0,0,0,950,8.47,45.52
11.35,0,0,0,0,954,2.43,22.48
8.79,0,0,0,99.76,966,3.44,12.67
25.49,0,0,0,39.69,896,20.06,30.56
32.33,4.62,0,1,101.25,892,2.87,70.31
11.15,0,0,0,276.22,981,5.65,17.05
15.91,0,0,0,111.68,956,4.17,21
19.99,0,0,0,111.57,945,5.16,28.53
8.53,0,0,0,3.26,947,1.15,17.02
4.75,0,0,0,137.32,978,1.28,7.8
5.32,0,0,0,155.52,969,1.15,10.66
13.56,0,0,0,217.99,968,2.92,18.49
12.92,0,0,0,312.7,998,6.33,19.23
20.71,0,0,0,207.51,1024,11.38,26.73
14.25,0,0,0,180.31,1037,8.15,22.3
17.71,0,0,0,156.87,1015,5.19,28
14.72,0,0,0,4.47,657,8.11,21.79
12.78,0,0,0,267.31,542,9.46,17.41
49.84,0,0,0,492.88,619,44.21,55.57
14.26,0,0,0,196.24,553,10.54,18.93
9.92,0,0,0,46.05,538,3.49,18.49
7.76,0,0,0,25.65,542,0.57,22.39
9.85,0,0,0,55.21,540,6.41,15.99
13.13,0,0,0,268.53,541,3.67,20.13
10.71,0,0,0,104.53,539,2.92,20.07
4.53,0,0,0,54.05,535,0.57,15.05
33.24,10.47,0,0,230.1,554,19.8,51.54
13.24,0,0,0,7.83,553,13.24,13.24
15.99,0,0,0,0,542,5.65,30.86
8.25,0,0,0,74.06,547,4.62,10.52
15.26,0,0,0,202.56,543,5.41,24.68
10.77,0,0,0,22.54,542,0,19.63
11.9,0,0,0,18.26,545,9.75,13.24
24.17,10.47,0,0,154.88,558,22.56,25.77
14.23,0,0,0,190.49,543,5.99,21.7
5.19,0,0,0,34.31,546,3.67,8.68
17.38,0,0,0,12.96,541,8.27,24.25
12.42,0,0,0,115.93,664,9.8,19.4
12.93,0,0,0,0,553,12.63,13.24
13.22,0,0,0,4.14,553,3.24,21.24
20.45,10.47,0,0,6.8,544,8.75,32.15
8.75,10.47,0,0,0,544,8.75,8.75
11.15,0,0,0,5.99,537,3.49,20.85
8.27,0,0,0,0,541,8.27,8.27
8.27,0,0,0,105.04,541,2.92,13.87
6.38,0,0,0,55.14,548,4.13,8.62
8.84,0,0,0,26.74,541,3.63,13.78
8.67,15.13,0,0,160.31,60,5.85,17.44
5.06,15.13,0,0,9.81,37,0.57,8.97
8.85,15.13,0,0,39.5,33,0.81,15.77
4.31,29.48,15,0,288.1,19,1.81,8.03
9.36,29.48,13,0,88.47,13,4.93,12.57
5.64,29.48,6,0,167.77,17,3.63,7.99
10.73,0,0,0,77.39,543,6.88,18.32
14.73,0,0,0,17.34,541,3.44,32.29
3.67,0,0,0,8.66,541,3.67,3.67
9.94,0,0,0,29.73,538,8.03,13.63
11.6,24.61,8,0,448.43,34,1.15,23.11
